Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
514	H0E1S0	0.001	16	3	0.2	0	0	100.log	2.2514	0.8727	0.8124	2.2505	0.8867	0.8320
1398	H0E1S0	0.001	32	4	0.1	1	0	100.log	2.2538	0.8611	0.8252	2.2538	0.7920	0.7509
605	H0E1S0	0.01	16	4	0.1	0	0	100.log	2.2537	0.9342	0.8868	2.2537	0.9385	0.8925
316	H0E1S0	0.01	64	2	0.2	0	0	100.log	4.6005	0.5234	0.5556	5.6357	0.4472	0.4956
125	H0E1S0	0.001	16	4	0.2	0	0	100.log	2.2539	0.7443	0.6740	2.2539	0.7427	0.6713
1153	H0E1S0	0.01	16	4	0.1	1	0	100.log	2.0593	0.9353	0.8882	2.0581	0.9381	0.8927
1027	H0E1S0	0.0001	16	3	0.2	0	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
104	H0E1S0	0.01	16	2	0.1	0	0	100.log	2.2539	0.5000	0.5000	2.2539	0.5000	0.5000
1328	H0E1S0	0.01	16	4	0.2	0	0	100.log	2.2520	0.8742	0.8130	2.2515	0.8881	0.8328
1015	H0E1S0	0.0001	32	3	0.2	0	0	100.log	2.2536	0.8524	0.8563	2.2536	0.8796	0.8829
166	H0E1S0	0.01	32	3	0.2	0	0	100.log	2.2538	0.9347	0.8871	2.2538	0.9387	0.8926
521	H0E1S0	0.001	16	2	0.2	1	0	100.log	0.5345	0.9361	0.8884	0.4682	0.9387	0.8929
577	H0E1S0	0.01	32	3	0.2	0	0	100.log	2.0593	0.9353	0.8882	2.0581	0.9381	0.8927
48	H0E1S0	0.0001	64	3	0.2	1	0	100.log	2.2537	0.7277	0.6902	2.2537	0.6014	0.5685
281	H0E1S0	0.0001	64	4	0.2	0	0	100.log	2.2539	0.5187	0.5095	2.2539	0.5160	0.5082
1468	H0E1S0	0.01	32	3	0.2	0	0	100.log	2.2417	0.8798	0.8141	2.2406	0.8918	0.8323
750	H0E1S0	0.01	64	4	0.2	1	0	100.log	2.2739	0.5249	0.5131	2.2623	0.5343	0.5182
375	H0E1S0	0.01	32	2	0.1	0	0	100.log	2.1644	0.6122	0.6037	2.4930	0.6620	0.6809
812	H0E1S0	0.0001	32	4	0.2	0	0	100.log	0.4600	0.9364	0.8888	0.4222	0.9386	0.8928
29	H0E1S0	0.0001	64	3	0.1	1	0	100.log	0.7852	0.8767	0.7955	0.8892	0.8573	0.7674
1103	H0E1S0	0.01	64	2	0.1	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1514	H0E1S0	0.01	16	2	0.2	0	0	100.log	1.6941	0.8032	0.8060	1.5394	0.8042	0.7743
712	H0E1S0	0.01	64	4	0.2	1	0	100.log	0.8933	0.9347	0.8882	0.8833	0.9378	0.8928
1281	H0E1S0	0.01	64	2	0.1	0	0	100.log	1.2143	0.8614	0.8004	1.1517	0.8760	0.8188
1457	H0E1S0	0.001	16	2	0.1	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
652	H0E1S0	0.01	64	4	0.2	0	0	100.log	2.2538	0.8397	0.8401	2.2538	0.8321	0.8308
1284	H0E1S0	0.01	16	3	0.1	0	0	100.log	2.2524	0.8002	0.7486	2.2523	0.8199	0.7736
1403	H0E1S0	0.01	16	3	0.1	1	0	100.log	2.2539	0.8987	0.8570	2.2539	0.8523	0.7977
1437	H0E1S0	0.001	64	2	0.1	1	0	100.log	2.2538	0.8397	0.8401	2.2538	0.8321	0.8308
417	H0E1S0	0.0001	16	4	0.1	0	0	100.log	2.2491	0.8518	0.8002	2.2490	0.9016	0.8631
1174	H0E1S0	0.01	16	2	0.1	0	0	100.log	2.2370	0.7898	0.8410	2.2348	0.6019	0.6048
1609	H0E1S0	0.01	32	3	0.1	1	0	100.log	0.4436	0.9350	0.8883	0.4163	0.9380	0.8928
524	H0E1S0	0.001	32	2	0.1	1	0	100.log	2.2539	0.8809	0.8584	2.2539	0.8252	0.7990
75	H0E1S0	0.01	64	2	0.2	1	0	100.log	3.7433	0.6039	0.5434	3.9597	0.5204	0.4764
34	H0E1S0	0.01	16	4	0.1	0	0	100.log	3.6081	0.5343	0.5344	3.7318	0.4791	0.4927
1612	H0E1S0	0.001	32	2	0.2	0	0	100.log	2.2273	0.9357	0.8884	2.2272	0.9384	0.8928
517	H0E1S0	0.01	32	4	0.1	0	0	100.log	2.2536	0.8523	0.8563	2.2536	0.8795	0.8829
266	H0E1S0	0.01	16	2	0.1	0	0	100.log	2.1804	0.6675	0.7435	2.1718	0.5687	0.6720
849	H0E1S0	0.01	16	2	0.2	0	0	100.log	2.2514	0.8727	0.8124	2.2505	0.8867	0.8320
938	H0E1S0	0.01	64	3	0.2	0	0	100.log	2.2534	0.8752	0.8208	2.2534	0.8613	0.7971
123	H0E1S0	0.001	16	3	0.1	0	0	100.log	2.2539	0.5000	0.5000	2.2539	0.5000	0.5000
842	H0E1S0	0.0001	16	3	0.2	0	0	100.log	2.2538	0.8779	0.8060	2.2538	0.8852	0.8200
726	H0E1S0	0.001	32	2	0.2	0	0	100.log	0.4814	0.9359	0.8887	0.4352	0.9386	0.8930
1062	H0E1S0	0.01	64	4	0.2	0	0	100.log	2.2288	0.9346	0.8878	2.2287	0.9377	0.8926
858	H0E1S0	0.001	32	3	0.1	0	0	100.log	2.2288	0.9346	0.8878	2.2287	0.9377	0.8926
979	H0E1S0	0.001	16	4	0.1	0	0	100.log	2.2499	0.8692	0.8099	2.2491	0.8845	0.8305
646	H0E1S0	0.01	64	3	0.1	0	0	100.log	0.5110	0.9359	0.8885	0.4536	0.9387	0.8930
1671	H0E1S0	0.01	64	3	0.2	0	0	100.log	2.2538	0.8382	0.7794	2.2538	0.8400	0.7793
640	H0E1S0	0.0001	16	3	0.1	1	0	100.log	2.2320	0.8357	0.7550	2.2305	0.9002	0.8543
222	H0E1S0	0.01	16	4	0.1	1	0	100.log	1.9023	0.6964	0.6608	2.9958	0.5456	0.5409
834	H0E1S0	0.01	16	2	0.1	1	0	100.log	2.2538	0.9340	0.8868	2.2538	0.9384	0.8924
1004	H0E1S0	0.01	32	3	0.1	0	0	100.log	2.2538	0.9340	0.8868	2.2538	0.9384	0.8924
