Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
140	H0E1S0	0.01	64	3	0.2	1	0	100.log	1.0836	0.8333	0.7345	3.3860	0.5139	0.5290
12	H0E1S0	0.01	32	3	0.1	0	0	100.log	2.1510	0.6319	0.6667	1.7402	0.5744	0.5970
241	H0E1S0	0.01	64	3	0.2	0	0	100.log	2.2353	0.5000	0.5833	2.2293	0.5000	0.5667
159	H0E1S0	0.01	64	2	0.2	1	0	100.log	1.2165	0.7500	0.8333	3.1802	0.2000	0.4035
76	H0E1S0	0.001	16	3	0.1	1	0	100.log	1.8818	0.7439	0.6997	1.9838	0.5770	0.5460
223	H0E1S0	0.001	32	4	0.2	0	0	100.log	2.2536	0.4793	0.4849	2.2533	0.5573	0.5462
65	H0E1S0	0.01	64	2	0.2	1	0	100.log	2.2850	0.5393	0.5966	2.2315	0.4055	0.4258
23	H0E1S0	0.01	32	3	0.1	1	0	100.log	0.6058	0.9800	0.9809	2.3616	0.4853	0.4924
30	H0E1S0	0.001	16	4	0.2	0	0	100.log	2.2517	0.5950	0.5655	2.2522	0.4586	0.4673
190	H0E1S0	0.01	16	4	0.1	0	0	100.log	3.6915	0.4130	0.4405	4.2973	0.3800	0.4276
179	H0E1S0	0.0001	64	3	0.2	1	0	100.log	2.1659	1.0000	1.0000	2.1725	0.4444	0.5556
168	H0E1S0	0.01	64	2	0.1	1	0	100.log	1.7471	0.8611	0.8774	1.5578	0.7751	0.7959
211	H0E1S0	0.01	16	2	0.2	1	0	100.log	2.1963	1.0000	1.0000	2.1901	0.6667	0.7556
227	H0E1S0	0.0001	16	4	0.1	1	0	100.log	2.2526	1.0000	1.0000	2.2520	0.5600	0.5450
157	H0E1S0	0.01	64	3	0.2	1	0	100.log	1.4123	1.0000	1.0000	7.7389	0.2222	0.4667
148	H0E1S0	0.01	32	2	0.2	1	0	100.log	3.7170	0.7500	0.8333	3.9527	0.2500	0.4571
100	H0E1S0	0.001	32	3	0.1	0	0	100.log	2.2505	1.0000	1.0000	2.2497	0.7600	0.7595
72	H0E1S0	0.01	64	3	0.2	0	0	100.log	2.1241	0.5373	0.4782	2.3042	0.5593	0.4995
73	H0E1S0	0.01	64	4	0.1	0	0	100.log	2.0193	0.7284	0.8205	2.2074	0.5910	0.5488
50	H0E1S0	0.01	64	2	0.2	0	0	100.log	1.4492	0.6939	0.6239	1.0258	0.8520	0.8697
226	H0E1S0	0.01	64	4	0.1	1	0	100.log	2.6026	0.5538	0.5419	2.5740	0.5962	0.5765
54	H0E1S0	0.01	64	3	0.2	1	0	100.log	2.2437	0.6872	0.6663	2.2237	0.5250	0.5573
188	H0E1S0	0.01	64	4	0.2	1	0	100.log	8.4679	0.3200	0.5870	7.4676	0.3300	0.4771
189	H0E1S0	0.01	64	4	0.2	1	0	100.log	1.4081	1.0000	1.0000	5.1833	0.0000	0.4167
145	H0E1S0	0.01	16	3	0.2	0	0	100.log	1.5256	0.8889	0.9167	1.2457	0.6531	0.5925
177	H0E1S0	0.0001	16	4	0.2	1	0	100.log	2.2538	1.0000	1.0000	2.2539	0.3333	0.6333
109	H0E1S0	0.01	32	2	0.2	1	0	100.log	4.1566	0.4167	0.5459	2.3548	0.5677	0.5618
110	H0E1S0	0.01	32	2	0.1	1	0	100.log	1.0466	0.9375	0.9583	2.3621	0.5000	0.5796
209	H0E1S0	0.0001	16	4	0.2	1	0	100.log	2.2538	0.0000	0.5000	2.2536	0.7500	0.8333
161	H0E1S0	0.01	64	3	0.2	0	0	100.log	0.8421	1.0000	1.0000	2.6878	0.0000	0.3655
