Graph #	Manifold	LR	Dim	Num Layers	Dropout	Bias	C	Total Dim	Val Loss	Val ROC	Val AP	Test Loss	Test ROC	Test AP
334	H0E1S0	0.001	64	3	0.1	1	0	110.log	1.1970	0.8184	0.8050	1.5734	0.6781	0.6180
492	H0E1S0	0.01	32	3	0.1	1	0	74.log	1.2679	0.8594	0.8389	3.4709	0.6719	0.6955
533	H0E1S0	0.01	64	3	0.1	1	0	112.log	5.5813	0.7400	0.7109	2.2973	0.7891	0.8229
806	H0E1S0	0.0001	64	2	0.1	0	0	14.log	2.2527	1.0000	1.0000	2.2535	0.0000	0.3833
868	H0E1S0	0.01	64	3	0.2	0	0	13.log	2.2538	1.0000	1.0000	2.2538	0.5200	0.4993
244	H0E1S0	0.01	32	4	0.2	0	0	99.log	1.6072	0.6747	0.5739	2.3633	0.5967	0.5254
321	H0E1S0	0.0001	64	2	0.1	0	0	58.log	2.2506	0.8400	0.8200	2.2515	0.6612	0.6160
428	H0E1S0	0.01	64	2	0.1	1	0	43.log	1.9909	0.7500	0.7708	2.7790	0.6049	0.6664
811	H0E1S0	0.0001	64	4	0.1	1	0	14.log	2.2537	1.0000	1.0000	2.2538	0.5741	0.5813
701	H0E1S0	0.0001	64	2	0.2	1	0	6.log	2.2509	1.0000	1.0000	2.2522	0.4000	0.4693
185	H0E1S0	0.0001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7117	0.6437
708	H0E1S0	0.01	64	3	0.2	0	0	11.log	1.3791	1.0000	1.0000	5.2185	0.2500	0.5000
212	H0E1S0	0.01	16	4	0.2	0	0	73.log	2.2164	0.6587	0.7001	2.2045	0.6566	0.6557
117	H0E1S0	0.01	16	2	0.1	0	0	212.log	2.5129	0.5331	0.6359	2.6310	0.4361	0.4743
422	H0E1S0	0.001	32	3	0.1	0	0	85.log	2.2448	0.8272	0.8401	2.2429	0.6371	0.6679
59	H0E1S0	0.01	64	3	0.2	1	0	79.log	2.2531	0.6100	0.6440	2.2533	0.4898	0.4884
72	H0E1S0	0.001	64	2	0.1	1	0	103.log	2.2529	0.7806	0.7970	2.2532	0.4483	0.4565
839	H0E1S0	0.001	16	2	0.2	1	0	14.log	2.2537	1.0000	1.0000	2.2538	0.5741	0.5813
515	H0E1S0	0.001	64	3	0.1	1	0	112.log	2.5659	0.7200	0.7039	1.4522	0.7574	0.8055
559	H0E1S0	0.001	16	4	0.1	1	0	20.log	2.2538	0.7500	0.6667	2.2538	0.8750	0.9167
229	H0E1S0	0.01	32	4	0.1	1	0	89.log	2.3130	0.7531	0.7178	2.0792	0.6743	0.5921
817	H0E1S0	0.0001	16	3	0.2	0	0	14.log	2.2528	1.0000	1.0000	2.2527	0.3333	0.6333
313	H0E1S0	0.01	64	3	0.2	1	0	110.log	2.1094	0.8242	0.8139	2.0754	0.6887	0.6197
406	H0E1S0	0.01	16	3	0.2	1	0	54.log	2.2532	0.7347	0.6497	2.2532	0.6489	0.7410
151	H0E1S0	0.0001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7117	0.6437
497	H0E1S0	0.001	16	4	0.2	1	0	30.log	2.2538	0.6667	0.6444	2.2538	0.5714	0.6494
736	H0E1S0	0.001	16	2	0.2	1	0	15.log	2.2468	1.0000	1.0000	2.2507	0.3333	0.6333
63	H0E1S0	0.01	16	2	0.1	0	0	143.log	2.2532	0.8594	0.8955	2.2534	0.5657	0.5725
720	H0E1S0	0.01	64	4	0.1	0	0	27.log	2.2539	0.8000	0.7143	2.2539	0.4959	0.5258
689	H0E1S0	0.01	16	3	0.2	0	0	3.log	2.2528	1.0000	1.0000	2.2527	0.3333	0.6333
270	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
653	H0E1S0	0.01	64	4	0.1	0	0	44.log	1.0659	1.0000	1.0000	1.5627	0.7755	0.7917
556	H0E1S0	0.001	64	3	0.1	1	0	82.log	2.2430	0.6719	0.6480	2.2165	0.5882	0.5529
664	H0E1S0	0.01	16	4	0.1	0	0	3.log	2.2474	1.0000	1.0000	2.2512	0.6000	0.5926
11	H0E1S0	0.01	32	4	0.1	0	0	151.log	2.0665	0.7421	0.6973	3.2008	0.5538	0.5271
115	H0E1S0	0.001	16	2	0.2	1	0	258.log	2.2535	0.6486	0.6174	2.2535	0.5922	0.5864
732	H0E1S0	0.01	32	3	0.2	1	0	15.log	2.2527	1.0000	1.0000	2.2535	0.0000	0.3833
592	H0E1S0	0.0001	64	3	0.1	1	0	15.log	2.2530	1.0000	1.0000	2.2530	1.0000	1.0000
864	H0E1S0	0.01	32	4	0.2	1	0	2.log	2.2533	1.0000	1.0000	2.2535	1.0000	1.0000
484	H0E1S0	0.01	64	3	0.2	1	0	47.log	3.5483	0.6667	0.7556	2.4820	0.5306	0.5886
133	H0E1S0	0.001	64	3	0.1	1	0	199.log	2.2521	0.6373	0.5994	2.2527	0.5480	0.6124
256	H0E1S0	0.01	16	4	0.2	1	0	89.log	2.4166	0.7450	0.7208	1.8949	0.7367	0.6774
186	H0E1S0	0.01	64	4	0.1	0	0	110.log	3.5883	0.8359	0.8271	5.7347	0.6946	0.6298
587	H0E1S0	0.01	64	4	0.1	0	0	26.log	2.2536	1.0000	1.0000	2.2538	0.2500	0.4405
401	H0E1S0	0.001	16	2	0.1	0	0	63.log	2.2529	0.5938	0.5411	2.2528	0.5859	0.6701
278	H0E1S0	0.01	16	4	0.2	0	0	39.log	0.3557	0.9400	0.8920	1.0005	0.6800	0.5833
741	H0E1S0	0.0001	64	3	0.1	0	0	15.log	2.2529	1.0000	1.0000	2.2528	0.3333	0.6333
197	H0E1S0	0.0001	32	4	0.1	0	0	53.log	2.2539	0.6080	0.6104	2.2539	0.7448	0.6941
181	H0E1S0	0.0001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7117	0.6437
222	H0E1S0	0.01	16	4	0.1	0	0	53.log	2.2539	0.6302	0.5901	2.2539	0.7001	0.6607
242	H0E1S0	0.001	16	4	0.1	0	0	68.log	2.2539	0.6730	0.6069	2.2539	0.6046	0.5612
38	H0E1S0	0.01	32	4	0.1	0	0	135.log	4.8629	0.5930	0.6704	4.2633	0.5803	0.5743
359	H0E1S0	0.01	64	3	0.2	1	0	165.log	4.5692	0.6912	0.6696	6.6417	0.5656	0.5660
629	H0E1S0	0.01	32	4	0.1	0	0	16.log	2.2235	1.0000	1.0000	2.2358	0.5000	0.7500
56	H0E1S0	0.0001	32	4	0.1	1	0	90.log	2.2539	0.4298	0.6079	2.2538	0.4742	0.5102
14	H0E1S0	0.01	32	4	0.1	0	0	151.log	2.0665	0.7421	0.6973	3.2008	0.5538	0.5271
562	H0E1S0	0.01	64	4	0.1	0	0	65.log	3.6660	0.7222	0.7329	2.4885	0.7917	0.7171
216	H0E1S0	0.01	64	4	0.2	0	0	88.log	2.2836	0.7423	0.6829	1.9784	0.7071	0.6184
255	H0E1S0	0.01	32	2	0.1	0	0	89.log	2.0324	0.7492	0.6827	1.7552	0.6952	0.6019
643	H0E1S0	0.0001	16	4	0.1	1	0	2.log	2.2536	1.0000	1.0000	2.2537	0.5400	0.7000
793	H0E1S0	0.001	64	2	0.1	1	0	14.log	2.2529	1.0000	1.0000	2.2528	0.3333	0.6333
158	H0E1S0	0.0001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7117	0.6437
779	H0E1S0	0.01	64	3	0.1	0	0	14.log	2.2531	1.0000	1.0000	2.2536	0.4800	0.5060
414	H0E1S0	0.01	32	3	0.1	0	0	86.log	4.4187	0.5900	0.5494	4.1995	0.5725	0.5731
685	H0E1S0	0.01	64	4	0.2	1	0	3.log	2.2537	1.0000	1.0000	2.2537	0.8125	0.8042
164	H0E1S0	0.0001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7117	0.6437
193	H0E1S0	0.001	32	4	0.2	0	0	85.log	2.2539	0.7351	0.6688	2.2538	0.7141	0.6443
429	H0E1S0	0.01	64	2	0.1	1	0	43.log	1.9909	0.7500	0.7708	2.7790	0.6049	0.6664
140	H0E1S0	0.0001	16	2	0.1	0	0	4.log	2.2533	1.0000	1.0000	2.2535	1.0000	1.0000
200	H0E1S0	0.01	32	4	0.2	1	0	89.log	1.9875	0.7500	0.6847	1.9750	0.7017	0.6003
